100,1,0,99,0,upload://IMPORT_Lead_60ecac24-97d5-a249-1bd7-4f0c6272e737-0
100,0,0,100,0,upload://IMPORT_Lead_60ecac24-97d5-a249-1bd7-4f0c6272e737-1
100,0,0,100,0,upload://IMPORT_Lead_60ecac24-97d5-a249-1bd7-4f0c6272e737-2
100,0,0,100,0,upload://IMPORT_Lead_60ecac24-97d5-a249-1bd7-4f0c6272e737-3
73,0,0,73,0,upload://IMPORT_Lead_60ecac24-97d5-a249-1bd7-4f0c6272e737-4
